Date,Open,High,Low,Close,Adj Close,Volume,next_open,next_close,Open_lag_1,Open_lag_2,Open_lag_3,Open_lag_5,High_lag_1,High_lag_2,High_lag_3,High_lag_5,Low_lag_1,Low_lag_2,Low_lag_3,Low_lag_5,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_5,Adj Close_lag_1,Adj Close_lag_2,Adj Close_lag_3,Adj Close_lag_5,Volume_lag_1,Volume_lag_2,Volume_lag_3,Volume_lag_5
2022-01-24,1142.2120361328125,1155.9417724609375,1086.8782958984375,1097.4005126953125,1081.9730224609375,21868937,1084.31689453125,1095.2545166015625,1131.59765625,1153.772705078125,1167.5946044921875,1171.28662109375,1154.7879638671875,1158.341552734375,1173.132568359375,1183.7470703125,1131.59765625,1132.9820556640625,1157.903076171875,1170.8250732421875,1143.52734375,1143.3427734375,1163.718017578125,1177.8629150390625,1127.4515380859375,1127.26953125,1147.3583984375,1161.304443359375,13338594.0,16494486.0,9755485.0,8036453.0
2022-01-25,1084.31689453125,1102.361572265625,1063.757080078125,1095.2545166015625,1079.8572998046875,24510205,1078.0635986328125,1079.03271484375,1142.2120361328125,1131.59765625,1153.772705078125,1179.0167236328125,1155.9417724609375,1154.7879638671875,1158.341552734375,1182.5240478515625,1086.8782958984375,1131.59765625,1132.9820556640625,1161.0181884765625,1097.4005126953125,1143.52734375,1143.3427734375,1163.810302734375,1081.9730224609375,1127.4515380859375,1127.26953125,1147.44921875,21868937.0,13338594.0,16494486.0,6215029.0
2022-01-27,1078.0635986328125,1087.3397216796875,1066.5491943359375,1079.03271484375,1063.863525390625,20020431,1091.4471435546875,1077.994384765625,1084.31689453125,1142.2120361328125,1131.59765625,1167.5946044921875,1102.361572265625,1155.9417724609375,1154.7879638671875,1173.132568359375,1063.757080078125,1086.8782958984375,1131.59765625,1157.903076171875,1095.2545166015625,1097.4005126953125,1143.52734375,1163.718017578125,1079.8572998046875,1081.9730224609375,1127.4515380859375,1147.3583984375,24510205.0,21868937.0,13338594.0,9755485.0
2022-01-28,1091.4471435546875,1096.4774169921875,1074.5562744140625,1077.994384765625,1062.8399658203125,14667727,1089.23193359375,1101.41552734375,1078.0635986328125,1084.31689453125,1142.2120361328125,1153.772705078125,1087.3397216796875,1102.361572265625,1155.9417724609375,1158.341552734375,1066.5491943359375,1063.757080078125,1086.8782958984375,1132.9820556640625,1079.03271484375,1095.2545166015625,1097.4005126953125,1143.3427734375,1063.863525390625,1079.8572998046875,1081.9730224609375,1127.26953125,20020431.0,24510205.0,21868937.0,16494486.0
2022-01-31,1089.23193359375,1110.55322265625,1087.3858642578125,1101.41552734375,1085.931884765625,12143683,1111.2916259765625,1097.7696533203125,1091.4471435546875,1078.0635986328125,1084.31689453125,1131.59765625,1096.4774169921875,1087.3397216796875,1102.361572265625,1154.7879638671875,1074.5562744140625,1066.5491943359375,1063.757080078125,1131.59765625,1077.994384765625,1079.03271484375,1095.2545166015625,1143.52734375,1062.8399658203125,1063.863525390625,1079.8572998046875,1127.4515380859375,14667727.0,20020431.0,24510205.0,13338594.0
2022-02-01,1111.2916259765625,1117.1064453125,1083.186279296875,1097.7696533203125,1082.337158203125,13200509,1110.830078125,1100.0079345703125,1089.23193359375,1091.4471435546875,1078.0635986328125,1142.2120361328125,1110.55322265625,1096.4774169921875,1087.3397216796875,1155.9417724609375,1087.3858642578125,1074.5562744140625,1066.5491943359375,1086.8782958984375,1101.41552734375,1077.994384765625,1079.03271484375,1097.4005126953125,1085.931884765625,1062.8399658203125,1063.863525390625,1081.9730224609375,12143683.0,14667727.0,20020431.0,21868937.0
2022-02-02,1110.830078125,1110.830078125,1096.1082763671875,1100.0079345703125,1084.5439453125,10017691,1103.9075927734375,1085.793701171875,1111.2916259765625,1089.23193359375,1091.4471435546875,1084.31689453125,1117.1064453125,1110.55322265625,1096.4774169921875,1102.361572265625,1083.186279296875,1087.3858642578125,1074.5562744140625,1063.757080078125,1097.7696533203125,1101.41552734375,1077.994384765625,1095.2545166015625,1082.337158203125,1085.931884765625,1062.8399658203125,1079.8572998046875,13200509.0,12143683.0,14667727.0,24510205.0
2022-02-03,1103.9075927734375,1108.268798828125,1083.232421875,1085.793701171875,1070.5294189453125,9572839,1080.37109375,1075.89453125,1110.830078125,1111.2916259765625,1089.23193359375,1078.0635986328125,1110.830078125,1117.1064453125,1110.55322265625,1087.3397216796875,1096.1082763671875,1083.186279296875,1087.3858642578125,1066.5491943359375,1100.0079345703125,1097.7696533203125,1101.41552734375,1079.03271484375,1084.5439453125,1082.337158203125,1085.931884765625,1063.863525390625,10017691.0,13200509.0,12143683.0,20020431.0
2022-02-04,1080.37109375,1083.809326171875,1071.187255859375,1075.89453125,1060.76953125,11061241,1080.8326416015625,1069.34130859375,1103.9075927734375,1110.830078125,1111.2916259765625,1091.4471435546875,1108.268798828125,1110.830078125,1117.1064453125,1096.4774169921875,1083.232421875,1096.1082763671875,1083.186279296875,1074.5562744140625,1085.793701171875,1100.0079345703125,1097.7696533203125,1077.994384765625,1070.5294189453125,1084.5439453125,1082.337158203125,1062.8399658203125,9572839.0,10017691.0,13200509.0,14667727.0
2022-02-07,1080.8326416015625,1087.662841796875,1063.757080078125,1069.34130859375,1054.3084716796875,10714467,1075.5946044921875,1087.316650390625,1080.37109375,1103.9075927734375,1110.830078125,1089.23193359375,1083.809326171875,1108.268798828125,1110.830078125,1110.55322265625,1071.187255859375,1083.232421875,1096.1082763671875,1087.3858642578125,1075.89453125,1085.793701171875,1100.0079345703125,1101.41552734375,1060.76953125,1070.5294189453125,1084.5439453125,1085.931884765625,11061241.0,9572839.0,10017691.0,12143683.0
2022-02-08,1075.5946044921875,1089.1396484375,1066.0645751953125,1087.316650390625,1072.031005859375,12060849,1094.2852783203125,1099.98486328125,1080.8326416015625,1080.37109375,1103.9075927734375,1111.2916259765625,1087.662841796875,1083.809326171875,1108.268798828125,1117.1064453125,1063.757080078125,1071.187255859375,1083.232421875,1083.186279296875,1069.34130859375,1075.89453125,1085.793701171875,1097.7696533203125,1054.3084716796875,1060.76953125,1070.5294189453125,1082.337158203125,10714467.0,11061241.0,9572839.0,13200509.0
2022-02-09,1094.2852783203125,1101.6923828125,1088.2166748046875,1099.98486328125,1084.5211181640625,11486225,1105.6151123046875,1098.854248046875,1075.5946044921875,1080.8326416015625,1080.37109375,1110.830078125,1089.1396484375,1087.662841796875,1083.809326171875,1110.830078125,1066.0645751953125,1063.757080078125,1071.187255859375,1096.1082763671875,1087.316650390625,1069.34130859375,1075.89453125,1100.0079345703125,1072.031005859375,1054.3084716796875,1060.76953125,1084.5439453125,12060849.0,10714467.0,11061241.0,10017691.0
2022-02-10,1105.6151123046875,1105.6151123046875,1091.4932861328125,1098.854248046875,1083.406494140625,12464491,1095.2545166015625,1096.708251953125,1094.2852783203125,1075.5946044921875,1080.8326416015625,1103.9075927734375,1101.6923828125,1089.1396484375,1087.662841796875,1108.268798828125,1088.2166748046875,1066.0645751953125,1063.757080078125,1083.232421875,1099.98486328125,1087.316650390625,1069.34130859375,1085.793701171875,1084.5211181640625,1072.031005859375,1054.3084716796875,1070.5294189453125,11486225.0,12060849.0,10714467.0,9572839.0
2022-02-11,1095.2545166015625,1100.4464111328125,1081.8017578125,1096.708251953125,1081.2906494140625,15943370,1080.0250244140625,1079.240478515625,1105.6151123046875,1094.2852783203125,1075.5946044921875,1080.37109375,1105.6151123046875,1101.6923828125,1089.1396484375,1083.809326171875,1091.4932861328125,1088.2166748046875,1066.0645751953125,1071.187255859375,1098.854248046875,1099.98486328125,1087.316650390625,1075.89453125,1083.406494140625,1084.5211181640625,1072.031005859375,1060.76953125,12464491.0,11486225.0,12060849.0,11061241.0
2022-02-14,1080.0250244140625,1086.80908203125,1067.4490966796875,1079.240478515625,1064.068359375,10719633,1085.078369140625,1115.883544921875,1095.2545166015625,1105.6151123046875,1094.2852783203125,1080.8326416015625,1100.4464111328125,1105.6151123046875,1101.6923828125,1087.662841796875,1081.8017578125,1091.4932861328125,1088.2166748046875,1063.757080078125,1096.708251953125,1098.854248046875,1099.98486328125,1069.34130859375,1081.2906494140625,1083.406494140625,1084.5211181640625,1054.3084716796875,15943370.0,12464491.0,11486225.0,10714467.0
2022-02-15,1085.078369140625,1118.6295166015625,1077.9251708984375,1115.883544921875,1100.1964111328125,11212671,1121.444580078125,1113.5760498046875,1080.0250244140625,1095.2545166015625,1105.6151123046875,1075.5946044921875,1086.80908203125,1100.4464111328125,1105.6151123046875,1089.1396484375,1067.4490966796875,1081.8017578125,1091.4932861328125,1066.0645751953125,1079.240478515625,1096.708251953125,1098.854248046875,1087.316650390625,1064.068359375,1081.2906494140625,1083.406494140625,1072.031005859375,10719633.0,15943370.0,12464491.0,12060849.0
2022-02-16,1121.444580078125,1122.8291015625,1105.7305908203125,1113.5760498046875,1097.92138671875,10392840,1116.875732421875,1127.6748046875,1085.078369140625,1080.0250244140625,1095.2545166015625,1094.2852783203125,1118.6295166015625,1086.80908203125,1100.4464111328125,1101.6923828125,1077.9251708984375,1067.4490966796875,1081.8017578125,1088.2166748046875,1115.883544921875,1079.240478515625,1096.708251953125,1099.98486328125,1100.1964111328125,1064.068359375,1081.2906494140625,1084.5211181640625,11212671.0,10719633.0,15943370.0,11486225.0
2022-02-17,1116.875732421875,1132.9359130859375,1112.214599609375,1127.6748046875,1111.82177734375,12853252,1128.0902099609375,1118.8602294921875,1121.444580078125,1085.078369140625,1080.0250244140625,1105.6151123046875,1122.8291015625,1118.6295166015625,1086.80908203125,1105.6151123046875,1105.7305908203125,1077.9251708984375,1067.4490966796875,1091.4932861328125,1113.5760498046875,1115.883544921875,1079.240478515625,1098.854248046875,1097.92138671875,1100.1964111328125,1064.068359375,1083.406494140625,10392840.0,11212671.0,10719633.0,12464491.0
2022-02-18,1128.0902099609375,1133.628173828125,1116.8988037109375,1118.8602294921875,1103.1312255859375,6775458,1113.1375732421875,1107.553466796875,1116.875732421875,1121.444580078125,1085.078369140625,1095.2545166015625,1132.9359130859375,1122.8291015625,1118.6295166015625,1100.4464111328125,1112.214599609375,1105.7305908203125,1077.9251708984375,1081.8017578125,1127.6748046875,1113.5760498046875,1115.883544921875,1096.708251953125,1111.82177734375,1097.92138671875,1100.1964111328125,1081.2906494140625,12853252.0,10392840.0,11212671.0,15943370.0
2022-02-21,1113.1375732421875,1124.9058837890625,1100.4925537109375,1107.553466796875,1091.9833984375,11107193,1085.8629150390625,1102.5230712890625,1128.0902099609375,1116.875732421875,1121.444580078125,1080.0250244140625,1133.628173828125,1132.9359130859375,1122.8291015625,1086.80908203125,1116.8988037109375,1112.214599609375,1105.7305908203125,1067.4490966796875,1118.8602294921875,1127.6748046875,1113.5760498046875,1079.240478515625,1103.1312255859375,1111.82177734375,1097.92138671875,1064.068359375,6775458.0,12853252.0,10392840.0,10719633.0
2022-02-22,1085.8629150390625,1105.70751953125,1083.2093505859375,1102.5230712890625,1087.023681640625,13494914,1108.1072998046875,1095.6236572265625,1113.1375732421875,1128.0902099609375,1116.875732421875,1085.078369140625,1124.9058837890625,1133.628173828125,1132.9359130859375,1118.6295166015625,1100.4925537109375,1116.8988037109375,1112.214599609375,1077.9251708984375,1107.553466796875,1118.8602294921875,1127.6748046875,1115.883544921875,1091.9833984375,1103.1312255859375,1111.82177734375,1100.1964111328125,11107193.0,6775458.0,12853252.0,11212671.0
2022-02-23,1108.1072998046875,1110.6224365234375,1092.8316650390625,1095.6236572265625,1080.2213134765625,7310110,1063.757080078125,1041.0281982421875,1085.8629150390625,1113.1375732421875,1128.0902099609375,1121.444580078125,1105.70751953125,1124.9058837890625,1133.628173828125,1122.8291015625,1083.2093505859375,1100.4925537109375,1116.8988037109375,1105.7305908203125,1102.5230712890625,1107.553466796875,1118.8602294921875,1113.5760498046875,1087.023681640625,1091.9833984375,1103.1312255859375,1097.92138671875,13494914.0,11107193.0,6775458.0,10392840.0
2022-02-24,1063.757080078125,1079.863525390625,1035.3287353515625,1041.0281982421875,1026.3931884765625,24846650,1052.2657470703125,1054.0426025390625,1108.1072998046875,1085.8629150390625,1113.1375732421875,1116.875732421875,1110.6224365234375,1105.70751953125,1124.9058837890625,1132.9359130859375,1092.8316650390625,1083.2093505859375,1100.4925537109375,1112.214599609375,1095.6236572265625,1102.5230712890625,1107.553466796875,1127.6748046875,1080.2213134765625,1087.023681640625,1091.9833984375,1111.82177734375,7310110.0,13494914.0,11107193.0,12853252.0
2022-02-25,1052.2657470703125,1065.1185302734375,1050.489013671875,1054.0426025390625,1039.224853515625,14570089,1035.1441650390625,1088.931884765625,1063.757080078125,1108.1072998046875,1085.8629150390625,1128.0902099609375,1079.863525390625,1110.6224365234375,1105.70751953125,1133.628173828125,1035.3287353515625,1092.8316650390625,1083.2093505859375,1116.8988037109375,1041.0281982421875,1095.6236572265625,1102.5230712890625,1118.8602294921875,1026.3931884765625,1080.2213134765625,1087.023681640625,1103.1312255859375,24846650.0,7310110.0,13494914.0,6775458.0
2022-02-28,1035.1441650390625,1092.5316162109375,1035.1441650390625,1088.931884765625,1073.62353515625,21297446,1077.3482666015625,1106.930419921875,1052.2657470703125,1063.757080078125,1108.1072998046875,1113.1375732421875,1065.1185302734375,1079.863525390625,1110.6224365234375,1124.9058837890625,1050.489013671875,1035.3287353515625,1092.8316650390625,1100.4925537109375,1054.0426025390625,1041.0281982421875,1095.6236572265625,1107.553466796875,1039.224853515625,1026.3931884765625,1080.2213134765625,1091.9833984375,14570089.0,24846650.0,7310110.0,11107193.0
2022-03-02,1077.3482666015625,1108.0611572265625,1074.9254150390625,1106.930419921875,1091.369140625,21471786,1107.599609375,1097.5850830078125,1035.1441650390625,1052.2657470703125,1063.757080078125,1085.8629150390625,1092.5316162109375,1065.1185302734375,1079.863525390625,1105.70751953125,1035.1441650390625,1050.489013671875,1035.3287353515625,1083.2093505859375,1088.931884765625,1054.0426025390625,1041.0281982421875,1102.5230712890625,1073.62353515625,1039.224853515625,1026.3931884765625,1087.023681640625,21297446.0,14570089.0,24846650.0,13494914.0
2022-03-03,1107.599609375,1114.452880859375,1093.7777099609375,1097.5850830078125,1082.1551513671875,10186748,1085.9090576171875,1073.240966796875,1077.3482666015625,1035.1441650390625,1052.2657470703125,1108.1072998046875,1108.0611572265625,1092.5316162109375,1065.1185302734375,1110.6224365234375,1074.9254150390625,1035.1441650390625,1050.489013671875,1092.8316650390625,1106.930419921875,1088.931884765625,1054.0426025390625,1095.6236572265625,1091.369140625,1073.62353515625,1039.224853515625,1080.2213134765625,21471786.0,21297446.0,14570089.0,7310110.0
2022-03-04,1085.9090576171875,1091.1240234375,1070.8411865234375,1073.240966796875,1058.1531982421875,10805667,1051.61962890625,1033.552001953125,1107.599609375,1077.3482666015625,1035.1441650390625,1063.757080078125,1114.452880859375,1108.0611572265625,1092.5316162109375,1079.863525390625,1093.7777099609375,1074.9254150390625,1035.1441650390625,1035.3287353515625,1097.5850830078125,1106.930419921875,1088.931884765625,1041.0281982421875,1082.1551513671875,1091.369140625,1073.62353515625,1026.3931884765625,10186748.0,21471786.0,21297446.0,24846650.0
2022-03-07,1051.61962890625,1067.0338134765625,1025.45263671875,1033.552001953125,1019.022216796875,17983310,1020.6068725585938,1031.682861328125,1085.9090576171875,1107.599609375,1077.3482666015625,1052.2657470703125,1091.1240234375,1114.452880859375,1108.0611572265625,1065.1185302734375,1070.8411865234375,1093.7777099609375,1074.9254150390625,1050.489013671875,1073.240966796875,1097.5850830078125,1106.930419921875,1054.0426025390625,1058.1531982421875,1082.1551513671875,1091.369140625,1039.224853515625,10805667.0,10186748.0,21471786.0,14570089.0
2022-03-08,1020.6068725585938,1036.5286865234375,1006.0696411132812,1031.682861328125,1017.1793212890624,21289374,1031.9136962890625,1086.416748046875,1051.61962890625,1085.9090576171875,1107.599609375,1035.1441650390625,1067.0338134765625,1091.1240234375,1114.452880859375,1092.5316162109375,1025.45263671875,1070.8411865234375,1093.7777099609375,1035.1441650390625,1033.552001953125,1073.240966796875,1097.5850830078125,1088.931884765625,1019.022216796875,1058.1531982421875,1082.1551513671875,1073.62353515625,17983310.0,10805667.0,10186748.0,21297446.0
2022-03-09,1031.9136962890625,1092.3701171875,1031.059814453125,1086.416748046875,1071.1436767578125,20414228,1107.599609375,1104.02294921875,1020.6068725585938,1051.61962890625,1085.9090576171875,1077.3482666015625,1036.5286865234375,1067.0338134765625,1091.1240234375,1108.0611572265625,1006.0696411132812,1025.45263671875,1070.8411865234375,1074.9254150390625,1031.682861328125,1033.552001953125,1073.240966796875,1106.930419921875,1017.1793212890624,1019.022216796875,1058.1531982421875,1091.369140625,21289374.0,17983310.0,10805667.0,21471786.0
2022-03-10,1107.599609375,1109.9071044921875,1089.1396484375,1104.02294921875,1088.50244140625,17980493,1096.546630859375,1107.207275390625,1031.9136962890625,1020.6068725585938,1051.61962890625,1107.599609375,1092.3701171875,1036.5286865234375,1067.0338134765625,1114.452880859375,1031.059814453125,1006.0696411132812,1025.45263671875,1093.7777099609375,1086.416748046875,1031.682861328125,1033.552001953125,1097.5850830078125,1071.1436767578125,1017.1793212890624,1019.022216796875,1082.1551513671875,20414228.0,21289374.0,17983310.0,10186748.0
2022-03-11,1096.546630859375,1112.6761474609375,1096.546630859375,1107.207275390625,1091.6419677734375,12257423,1101.553955078125,1116.298828125,1107.599609375,1031.9136962890625,1020.6068725585938,1085.9090576171875,1109.9071044921875,1092.3701171875,1036.5286865234375,1091.1240234375,1089.1396484375,1031.059814453125,1006.0696411132812,1070.8411865234375,1104.02294921875,1086.416748046875,1031.682861328125,1073.240966796875,1088.50244140625,1071.1436767578125,1017.1793212890624,1058.1531982421875,17980493.0,20414228.0,21289374.0,10805667.0
2022-03-14,1101.553955078125,1118.8602294921875,1095.6005859375,1116.298828125,1100.605712890625,8340678,1120.49853515625,1090.7318115234375,1096.546630859375,1107.599609375,1031.9136962890625,1051.61962890625,1112.6761474609375,1109.9071044921875,1092.3701171875,1067.0338134765625,1096.546630859375,1089.1396484375,1031.059814453125,1025.45263671875,1107.207275390625,1104.02294921875,1086.416748046875,1033.552001953125,1091.6419677734375,1088.50244140625,1071.1436767578125,1019.022216796875,12257423.0,17980493.0,20414228.0,17983310.0
2022-03-15,1120.49853515625,1120.49853515625,1080.3018798828125,1090.7318115234375,1075.398193359375,15925769,1099.2926025390625,1109.1456298828125,1101.553955078125,1096.546630859375,1107.599609375,1020.6068725585938,1118.8602294921875,1112.6761474609375,1109.9071044921875,1036.5286865234375,1095.6005859375,1096.546630859375,1089.1396484375,1006.0696411132812,1116.298828125,1107.207275390625,1104.02294921875,1031.682861328125,1100.605712890625,1091.6419677734375,1088.50244140625,1017.1793212890624,8340678.0,12257423.0,17980493.0,21289374.0
2022-03-16,1099.2926025390625,1111.2454833984375,1097.03125,1109.1456298828125,1093.55322265625,11149828,1122.7137451171875,1145.30419921875,1120.49853515625,1101.553955078125,1096.546630859375,1031.9136962890625,1120.49853515625,1118.8602294921875,1112.6761474609375,1092.3701171875,1080.3018798828125,1095.6005859375,1096.546630859375,1031.059814453125,1090.7318115234375,1116.298828125,1107.207275390625,1086.416748046875,1075.398193359375,1100.605712890625,1091.6419677734375,1071.1436767578125,15925769.0,8340678.0,12257423.0,20414228.0
2022-03-17,1122.7137451171875,1152.5496826171875,1114.5682373046875,1145.30419921875,1129.2032470703125,21422098,1127.9056396484375,1138.7047119140625,1099.2926025390625,1120.49853515625,1101.553955078125,1107.599609375,1111.2454833984375,1120.49853515625,1118.8602294921875,1109.9071044921875,1097.03125,1080.3018798828125,1095.6005859375,1089.1396484375,1109.1456298828125,1090.7318115234375,1116.298828125,1104.02294921875,1093.55322265625,1075.398193359375,1100.605712890625,1088.50244140625,11149828.0,15925769.0,8340678.0,17980493.0
2022-03-21,1127.9056396484375,1146.3656005859375,1125.59814453125,1138.7047119140625,1122.69677734375,11999466,1135.335693359375,1168.1253662109375,1122.7137451171875,1099.2926025390625,1120.49853515625,1096.546630859375,1152.5496826171875,1111.2454833984375,1120.49853515625,1112.6761474609375,1114.5682373046875,1097.03125,1080.3018798828125,1096.546630859375,1145.30419921875,1109.1456298828125,1090.7318115234375,1107.207275390625,1129.2032470703125,1093.55322265625,1075.398193359375,1091.6419677734375,21422098.0,11149828.0,15925769.0,12257423.0
2022-03-22,1135.335693359375,1169.8790283203125,1132.3360595703125,1168.1253662109375,1151.70361328125,22557065,1164.3641357421875,1171.84033203125,1127.9056396484375,1122.7137451171875,1099.2926025390625,1101.553955078125,1146.3656005859375,1152.5496826171875,1111.2454833984375,1118.8602294921875,1125.59814453125,1114.5682373046875,1097.03125,1095.6005859375,1138.7047119140625,1145.30419921875,1109.1456298828125,1116.298828125,1122.69677734375,1129.2032470703125,1093.55322265625,1100.605712890625,11999466.0,21422098.0,11149828.0,8340678.0
2022-03-23,1164.3641357421875,1183.6778564453125,1164.3641357421875,1171.84033203125,1155.3663330078125,15462187,1158.3646240234375,1190.0465087890625,1135.335693359375,1127.9056396484375,1122.7137451171875,1120.49853515625,1169.8790283203125,1146.3656005859375,1152.5496826171875,1120.49853515625,1132.3360595703125,1125.59814453125,1114.5682373046875,1080.3018798828125,1168.1253662109375,1138.7047119140625,1145.30419921875,1090.7318115234375,1151.70361328125,1122.69677734375,1129.2032470703125,1075.398193359375,22557065.0,11999466.0,21422098.0,15925769.0
2022-03-24,1158.3646240234375,1192.5848388671875,1158.3646240234375,1190.0465087890625,1173.316650390625,13168266,1191.8233642578125,1197.984375,1164.3641357421875,1135.335693359375,1127.9056396484375,1099.2926025390625,1183.6778564453125,1169.8790283203125,1146.3656005859375,1111.2454833984375,1164.3641357421875,1132.3360595703125,1125.59814453125,1097.03125,1171.84033203125,1168.1253662109375,1138.7047119140625,1109.1456298828125,1155.3663330078125,1151.70361328125,1122.69677734375,1093.55322265625,15462187.0,22557065.0,11999466.0,11149828.0
